bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
520,115663027,1988,Commercial,3,124071,4244110.0,POINT (548503.830439009 5277697.9997282475),34,457854.7834268831
521,41293315,2000,Commercial,4,90000,3922750.0,POINT (548695.7201743217 5277562.891833507),22,423186.4517384813
523,60847148,1999,Commercial,3,280957,9465806.0,POINT (548929.8432413547 5277408.138613968),23,1021171.589824696
524,114047364,1999,Commercial,4,243334,4079679.0,POINT (548886.4758935253 5277474.462034783),23,440115.9595289008
528,1036525378,1966,Commercial,1,50200,838532.0,POINT (550702.0934267156 5266542.132160704),56,90460.87100864756
530,217363110,1941,Commercial,2,63240,355113.0,POINT (546130.6020304154 5279499.276041072),81,38309.6068921566
531,114331609,2008,Commercial,2,222556,10805640.0,POINT (546940.542896484 5278960.027306781),14,1165712.9438183422
533,224194575,1988,Commercial,4,130293,581115.0,POINT (546878.6452073491 5277228.9893076485),34,62690.71312268372
534,51456297,1997,Commercial,4,106041,1426491.0,POINT (546948.0148455816 5278219.856290353),25,153889.91516840935
536,224437506,1956,Commercial,3,94470,1240262.0,POINT (546918.766491322 5276071.176492551),66,133799.52202053973
538,235384847,2002,Commercial,10,181694,5707508.0,POINT (550517.7047812145 5272021.105907164),20,615726.22746517
539,223480003,1987,Commercial,2,46855,3894468.0,POINT (551196.6452114154 5278934.783450408),35,420135.3882681944
543,231289345,1967,Commercial,1,124472,2796104.0,POINT (550634.9898443545 5265602.377552483),55,301643.82906169764
544,231289347,1967,Commercial,1,51040,2392389.0,POINT (550488.6820136651 5265637.789406259),55,258091.03615784168
546,231288148,1966,Commercial,1,85400,2575796.0,POINT (550553.3327694468 5266341.893958948),56,277876.9918149698
547,231288120,1966,Commercial,1,59650,2109375.0,POINT (550549.0032801855 5266407.431883106),56,227559.4727259853
548,231288135,1964,Commercial,1,52759,2265709.0,POINT (550577.8380147949 5266466.588142919),58,244424.79188883884
549,231753361,1987,Commercial,6,80019,2579123.0,POINT (548955.5074003305 5274800.869797831),35,278235.9087291076
551,206623443,1927,Commercial,2,75844,3788323.0,POINT (551292.9588607936 5273793.984258959),95,408684.4607505648
552,226177359,1968,Commercial,1,174227,9169036.0,POINT (550135.4642740672 5268735.686627838),54,989156.028475533
553,226177574,1949,Commercial,1,101101,20873206.0,POINT (550166.0959284673 5268584.792544463),73,2251802.430322192
554,226177314,1980,Commercial,1,52613,4497128.0,POINT (550211.3048163657 5268750.787255686),42,485150.3769890441
556,226177486,1953,Commercial,1,104099,17940788.0,POINT (550190.9244603709 5268321.592329402),69,1935453.0406251536
558,112887262,1980,Commercial,1,58480,8641925.0,POINT (551698.1631266809 5286871.850556515),42,932291.2693748198
559,367575556,1981,Commercial,4,183578,2414782.0,POINT (550387.686416349 5274451.8532079),41,260506.7940352949
561,231664185,2005,Commercial,6,336700,8225443.0,POINT (550285.9158707737 5274315.375967241),17,887361.1719194769
563,228740044,1914,Commercial,2,89780,1962065.0,POINT (551969.1922773202 5271280.288711386),108,211667.66310120787
566,228850851,1926,Commercial,3,80004,8497512.0,POINT (551866.6910378062 5273674.577197081),96,916711.9882442584
568,226137553,1991,Commercial,2,323916,5949175.0,POINT (550575.2458745884 5268069.274941909),31,641797.2746214465
569,4712871,1932,Commercial,14,304052,18281768.0,POINT (551424.1857958615 5271269.901576932),90,1972237.978822538
570,217599511,1978,Commercial,4,85385,4307834.0,POINT (550606.1634065231 5276549.96662358),44,464729.331499175
571,224011097,1989,Commercial,2,98024,1234873.0,POINT (550186.7377138654 5265042.788754051),33,133218.15645087085
572,174393228,1928,Commercial,1,45000,3472062.0,POINT (550277.8020156804 5274733.215244283),94,374566.20941839647
573,217604437,1990,Commercial,5,144573,3982105.0,POINT (550334.859443686 5274825.9591266345),32,429589.6718883601
575,222583784,1974,Commercial,5,86400,8766061.0,POINT (550132.5207700162 5284000.503738187),48,945683.0668059606
577,222583811,1981,Commercial,6,86483,5266357.0,POINT (550051.6185928474 5283986.468523813),41,568134.8371469282
579,231278403,1968,Commercial,1,140520,2805956.0,POINT (549787.0868722897 5265041.593785781),54,302706.6632781344
580,223782717,1986,Commercial,5,154029,3768738.0,POINT (549437.8452196387 5275516.276154619),36,406571.6300432044
581,220179252,2005,Commercial,3,161789,3474672.0,POINT (549888.8550386373 5284157.347574288),17,374847.776339316
582,38522977,2005,Commercial,3,63909,4382064.0,POINT (549669.2710515436 5284570.046929768),17,472737.267338203
583,797539296,1948,Commercial,2,53472,4913396.0,POINT (549298.1106741375 5282959.693389249),74,530057.3881144724
584,232393618,1980,Commercial,1,50417,898412.0,POINT (550499.5494670311 5263944.042321761),42,96920.7281828494
585,222585575,1961,Commercial,3,133298,25647322.0,POINT (550059.5793763818 5283671.9891901),61,2766834.2855839115
588,217604423,2002,Commercial,5,281306,46088228.0,POINT (550740.9809893852 5275905.37834886),20,4972000.1718779225
589,395994236_0,2000,Commercial,4,175885,5513652.0,POINT (550222.6179275509 5274771.640507167),22,594813.0332039463
592,226137024,2000,Commercial,1,53040,1002238.0,POINT (550028.2715807698 5267375.465448389),22,108121.48187304108
599,226137557,1971,Commercial,1,76354,3652699.0,POINT (550585.9173241523 5267792.61631238),51,394053.33734719234
600,226137784,1956,Commercial,1,98480,2710178.0,POINT (550480.5206654527 5268236.284265391),66,292374.1282008014
602,217604425,2008,Commercial,3,175918,21705184.0,POINT (550637.2280010786 5275914.478675907),14,2341556.2555071963
604,114553471,1971,Commercial,11,124721,11012529.0,POINT (549613.9848548109 5275388.844136405),51,1188032.1387233764
606,226135990,1974,Commercial,1,93020,1773170.0,POINT (550595.1163600042 5267078.034163154),48,191289.66174982412
607,136571988,2002,Commercial,1,61053,12650466.0,POINT (555088.5455420912 5263317.492231875),20,1364732.8581679428
609,226324185,1904,Commercial,5,78920,2040816.0,POINT (550080.1104070697 5271941.752927735),118,220163.324629691
612,226323009,1900,Commercial,4,69817,2250416.0,POINT (550078.5570874934 5272035.101873018),122,242774.982340324
613,140631769,1900,Commercial,4,84750,419986.0,POINT (550078.7743709564 5272097.345268494),122,45308.109137680905
614,226321146,1900,Commercial,6,75496,4849382.0,POINT (550176.1848283182 5272221.554187314),122,523151.554828745
615,913482328,1900,Commercial,4,164380,5328734.0,POINT (550178.6959437105 5272017.067837458),122,574864.0707968145
616,913478137,1907,Commercial,7,160580,6186456.0,POINT (550216.5246085308 5271901.801994272),115,667395.1598945223
617,340368682,1900,Commercial,5,54805,3308086.0,POINT (550268.3256603819 5272084.527066709),122,356876.4709414939
618,226323031,1909,Commercial,6,73470,3626782.0,POINT (550426.3685275083 5272238.1610555295),113,391257.4101864744
619,818056094,1906,Institutional,3,85595,2471194.0,POINT (550372.7573401829 5271917.598178548),116,266592.52320882655
622,226182762,1953,Commercial,2,76442,3630776.0,POINT (550285.2488757026 5269771.736177806),69,391688.28309151385
625,226194506,1900,Commercial,4,129000,3969853.0,POINT (550102.2669043022 5270236.972443795),122,428267.9255607329
626,439990208,1954,Commercial,1,78814,1333526.0,POINT (550177.2057723864 5270704.426745867),68,143860.84666140078
628,226324740,1910,Commercial,6,75600,1057683.0,POINT (550093.8267890987 5271395.034750787),112,114102.89104177222
629,226324742,1907,Commercial,4,47000,900392.0,POINT (550091.2013876066 5271350.554017904),115,97134.33067458148
630,439990266,1904,Commercial,4,66842,5118401.0,POINT (550082.7134629373 5271726.152915433),118,552173.337012222
633,244113478,1904,Commercial,7,204504,4468551.0,POINT (550008.7940024401 5271842.221465028),118,482067.48890509
634,226324738,2009,Commercial,7,443509,19283280.0,POINT (550015.1794921493 5271798.9294636715),13,2080281.139781944
635,226198130,1914,Commercial,2,64512,2889108.0,POINT (550006.2793686505 5271170.881279907),108,311677.104890513
637,140498226,2009,Commercial,6,286000,12185470.0,POINT (549948.7794950104 5270861.404567943),13,1314569.0681449776
638,226194508,1926,Commercial,7,144050,4851772.0,POINT (550028.5393297813 5270240.785704453),96,523409.38813947217
639,226194517,1930,Commercial,3,60592,2162707.0,POINT (550031.1198876217 5270115.213708766),92,233312.9313568225
641,98568677,1993,Commercial,1,107930,6155027.0,POINT (549965.0895964447 5269658.952795143),29,664004.597918437
649,226306327,1930,Commercial,4,76624,3813518.0,POINT (550591.29567275 5271510.473638393),92,411402.498517833
651,231658294,2008,Commercial,5,129093,19547702.0,POINT (550046.480465118 5274720.1093533905),14,2108806.9973924444
652,228916803,1991,Commercial,5,138106,4097172.0,POINT (547823.1996415743 5268468.436185818),31,442003.1051793402
654,226177503,1973,Commercial,1,56572,3632134.0,POINT (550887.9338765908 5268357.634536028),49,391834.7841944291
655,358924343,2002,Residential,6,117950,3377231.0,POINT (550364.9326822647 5272214.28955495),20,364335.8367449373
656,333369579,2004,Commercial,0,225982,25343008.0,POINT (550882.1992794046 5273153.517107054),18,2734004.87716524
660,363046824,1926,Commercial,6,97720,4619162.0,POINT (549895.222780866 5273253.909615571),96,498315.4105628007
661,236757214,1985,Commercial,10,422503,14706593.0,POINT (550939.0943544911 5273179.577528048),37,1586547.9341869827
671,333363886,1987,Commercial,7,108618,6207232.0,POINT (551770.0394954165 5272794.550689958),35,669636.4757370611
673,161620490,2005,Commercial,1,94713,4754750.0,POINT (547883.3124043329 5264987.898810984),17,512942.6502845054
674,184526371,2008,Commercial,9,302902,16088844.0,POINT (550447.4079780601 5272847.421915718),14,1735665.2361057813
675,228887619,2010,Commercial,15,726103,63578576.0,POINT (550806.0725211494 5272660.476615117),12,6858859.724434482
677,236757190,1973,Commercial,19,319911,16933190.0,POINT (550735.822342102 5273045.541304918),49,1826753.321703788
678,1092523983,1900,Commercial,6,166975,7324503.0,POINT (549941.1945639581 5272449.608470279),122,790167.7229795071
679,140345971,1900,Commercial,6,56700,2407627.0,POINT (550033.6314713842 5272277.013673861),122,259734.9123038084
681,114627071,2000,Commercial,4,191146,2869798.0,POINT (549522.056737684 5275773.738788034),22,309593.9411958932
684,223918395,1989,Residential,26,358176,11599587.0,POINT (548963.5508625018 5273753.9453391),33,1251363.9829613955
685,491680016,2008,Commercial,14,362033,12343569.0,POINT (549970.9695721439 5273799.172887099),14,1331624.7955896023
687,117752670,1996,Commercial,4,43540,3939323.0,POINT (548780.0256964682 5277809.230695072),26,424974.3477462976
692,223921992,1983,Commercial,6,275982,1218393.0,POINT (548926.5208142742 5273420.197847908),39,131440.29328736302
693,231753213,1982,Commercial,5,98668,3563939.0,POINT (548112.3067103471 5274817.187280945),40,384477.9044349987
696,224302006,1978,Commercial,1,105100,2861485.0,POINT (547261.5144172396 5278361.325639516),44,308697.1343707572
701,221921023,1978,Commercial,1,50660,1111705.0,POINT (546792.6884115856 5275681.153682008),44,119930.78690457671
703,132923920,2000,Commercial,4,165111,1048225.0,POINT (547730.1464899195 5274597.310932024),22,113082.5615635892
705,132924542,2000,Commercial,5,159937,2050892.0,POINT (547853.7786708366 5274457.1702406425),22,221250.3239765056
706,144481646,2008,Commercial,5,183964,4286958.0,POINT (547948.3787282116 5274375.700230703),14,462477.2276520033
707,221921002,1986,Commercial,5,208210,5125379.0,POINT (548138.8614201201 5274149.422447511),36,552926.1239755083
708,223783260,1986,Commercial,7,277486,9903719.0,POINT (548217.7729808417 5274057.824072723),36,1068413.664552923
709,166911088,1993,Commercial,3,187130,8282330.0,POINT (548565.7562925898 5273601.682551507),29,893498.144115015
710,223920789,2000,Commercial,5,251044,14451091.0,POINT (548832.0871590539 5273478.313147407),22,1558984.3665897397
711,140628857,1912,Commercial,5,95330,1406696.0,POINT (549577.0961744969 5272835.511012048),110,151754.42965131975
712,363197081,1918,Commercial,6,117182,7822218.0,POINT (549645.6767866713 5272726.060413433),104,843861.2402383224
713,232080848,1905,Commercial,6,167860,4964110.0,POINT (549804.0356887646 5272578.475759501),117,535528.4167840193
714,140345965,1911,Commercial,5,241685,3973238.0,POINT (549803.4056864565 5272476.216437082),111,428633.09951755777
715,910735475,1910,Commercial,6,112560,3711868.0,POINT (549894.8486913698 5272331.397410779),112,400436.491808454
716,226321141,1910,Commercial,6,86204,3339123.0,POINT (549909.3585694544 5272304.846634891),112,360224.7439394182
725,226177338,1961,Commercial,1,73335,1288665.0,POINT (550640.459611621 5268790.060442396),61,139021.23990301954
727,226182759,1928,Commercial,2,56876,3860685.0,POINT (550498.07261855 5269772.462286319),94,416490.87666304974
728,226194054,1931,Commercial,2,61200,4355792.0,POINT (550481.6430114442 5270106.867601714),91,469903.04276103823
729,226306761,1987,Commercial,1,111908,1222311.0,POINT (550611.8751744883 5270698.177988311),35,131862.96730888146
732,30529027,1970,Commercial,1,314958,15322951.0,POINT (548116.8251818443 5282264.017525131),52,1653040.6637824518
738,216872895,2006,Institutional,6,143439,20486464.0,POINT (550961.9495991353 5278211.3793496),16,2210080.685444684
739,136014122,2008,Commercial,4,202623,4117580.0,POINT (548947.77750683 5277508.3209506655),14,444204.7211648297
740,41293310,2000,Commercial,2,77174,5025916.0,POINT (548674.2295752792 5277528.256817553),22,542196.0509274516
741,202353909,1998,Commercial,5,240454,4504304.0,POINT (549426.3905023992 5275183.852484244),24,485924.5242015035
742,217604400,2008,Commercial,5,287224,26302290.0,POINT (550428.6669610047 5275273.578031054),14,2837492.263768157
744,231761581,2000,Commercial,7,241875,6138199.0,POINT (548152.3716386696 5274515.202504534),22,662189.1924988066
745,231761501,1974,Commercial,5,102930,3430141.0,POINT (548362.297941144 5274210.179317541),48,370043.7699962235
749,223916473,1975,Commercial,8,150000,5484810.0,POINT (549001.5292628729 5273974.332750069),47,591701.556907715
750,223929032,1953,Commercial,7,274362,8662779.0,POINT (550054.5524835235 5273867.689037213),69,934540.9998609722
751,223926936,1983,Commercial,15,378002,12326013.0,POINT (549473.1918846738 5273830.493337171),39,1329730.8534962442
752,360585007,1963,Commercial,11,169020,9049062.0,POINT (549621.5963065263 5273700.602843018),59,976213.2277972148
754,223937043,1981,Commercial,19,383515,16515940.0,POINT (549985.9161153794 5273633.693719596),41,1781740.372372864
755,232076576,1925,Commercial,18,363934,20244968.0,POINT (549836.98523913 5273472.36860159),97,2184028.085776329
757,231355696,1979,Commercial,7,131143,11778478.0,POINT (549272.4367693827 5273219.714916513),43,1270662.7523293004
759,206623627,1908,Commercial,4,76803,4712138.0,POINT (551101.0389453621 5273740.059857091),114,508345.6657503189
760,360947360,1908,Commercial,10,132998,4433119.0,POINT (549574.7008459887 5273205.605521602),114,478245.0831035482
763,231361929,1909,Commercial,6,51218,2380539.0,POINT (549532.1665302329 5272904.0394089855),113,256812.6576088388
764,232079587,1970,Commercial,29,453106,33306460.0,POINT (549995.8969273012 5272907.997383106),52,3593102.4478668426
765,5186234425_0,1929,Commercial,27,216571,15645650.0,POINT (549947.757152528 5272912.030618638),93,1687853.4468528884
767,232080841,1998,Commercial,13,293576,13987927.0,POINT (550009.6667109785 5272704.718842657),24,1509018.2128116495
768,363197080,1910,Commercial,7,122356,4315578.0,POINT (549665.4837560995 5272695.108326981),112,465564.7545779495
769,357841682,1921,Commercial,3,52298,3320157.0,POINT (550113.9494300829 5272465.539478697),101,358178.6909807356
772,1089408288,1981,Commercial,42,1249055,35371360.0,POINT (550337.4572520042 5272697.536284829),41,3815863.9555323296
774,357527945,1970,Commercial,22,227556,5068177.0,POINT (550190.938512895 5272516.217187225),52,546755.1695653765
776,228887625,1988,Commercial,5,188339,7223946.0,POINT (550991.240337837 5272803.248342104),34,779319.6291607658
777,228858808,1916,Commercial,2,60122,838158.0,POINT (551477.8159645469 5273115.398775682),106,90420.52387132036
778,439990245,1910,Commercial,6,95000,2894431.0,POINT (550088.4388144946 5271847.350720016),112,312251.3503771242
779,37551461,1971,Commercial,9,224857,14834554.0,POINT (550416.089736218 5272383.673096286),51,1600352.3727953332
783,164258069,1907,Commercial,6,62370,4009757.0,POINT (550096.5700079036 5270900.4611415835),115,432572.7709294595
784,226194080,1960,Commercial,1,73296,2670652.0,POINT (550611.9331076207 5270344.735882303),62,288110.06148958724
787,226181152,1952,Commercial,2,115668,3361356.0,POINT (549737.143934137 5269402.483716219),70,362623.2410094587
